,Agency_Text,Sex_Code_Text,Ethnic_Code_Text,Language,LegalStatus,CustodyStatus,MaritalStatus,DecileScore,Age
14579,1,1,10,1,1,1,1,0,46
31651,10,1,10,1,1,1,100,1,39
32548,10,1,100,1,10,10,10,0,48
49104,1,1,1,1,1,1,1,0,51
2729,1,10,1,1,1,100,1,0,23
58228,1,1,1,1,1,1,1,0,31
32003,1,10,1,1,1,1,1,0,51
12481,1,1,1,1,1,1,1,0,27
56068,10,1,1,1,1000,10,1,0,37
41447,10,1,100,1,1000,10,1,0,29
26060,10,1,100,1,10,10,1,1,22
52987,1,1,1000,1,10,10,10,0,37
17906,10,10,100,1,10,10,10,0,62
31562,1,1,1,1,1,100,1,1,54
18849,1,1,10,1,1,1,1,1,27
15711,10,10,1,1,10,10,1,0,47
16472,10,1,100,1,10,10,1,0,23
51737,10,1,10,1,10,10,1,0,28
44526,1,1,100,1,1,1,1,0,29
44062,1,1,10000000,1,10,10,1,0,23
34540,1,1,1,1,1,1,1,1,26
47817,10,1,100,1,1000,10,10,0,45
54604,1,10,10,1,1,1,1,1,50
13251,10,1,100,1,10,10,10,0,44
41431,10,1,100,1,10,10,1,1,26
53230,1,1,1,1,1,1,1000,1,39
28968,1,1,10,1,1,100,1,2,17
53827,10,1,1,1,1,1,1,2,58
34542,1,1,1,1,1,1,1,0,25
13819,1,10,10,1,1,1,10,0,48
44203,1,10,1000000,1,1,100,10000,2,24
857,1,1,10,1,1,1,1,0,25
25146,1,1,1,1,1,1,1,0,22
18573,1,1,1,1,1,100,1,1,23
9040,1,1,10,1,1,1,1,0,19
42960,1,1,1,1,1,1,1,0,40
30904,1,1,1,1,1,1,1,1,24
43776,10,1,1,1,10,10,1,1,31
28282,1,1,1,1,1,1,1,1,44
33631,1,1,10,1,1,1,1,0,36
40546,10,10,1,1,10,10,1,1,50
37300,1,1,1,1,1,1,1,1,44
24432,10,1,100,1,10,10,10,0,39
44784,1,1,10,1,1,1,1,0,31
47648,1,1,1,1,1,100,1,0,66
35720,10,1,1,1,10,10,1,0,20
9814,1,1,10,1,1,1,1,0,29
53237,10,1,100,1,10,10,1,0,21
12319,1,1,1,1,10,10,1,2,30
40908,1,1,1,1,1,1,1,0,26
25315,1,1,10,1,1,1,10,1,34
59960,1,1,10,1,1,1,1,1,25
60225,1,1,1,1,1,1,1000,0,50
10593,10,10,10,1,1,1,1,0,29
8261,1,1,10,1,1,1,100,2,46
9185,1,1,10,1,1,1,1,0,23
33812,10,1,10,1,10,10,1,0,22
51611,1,1,1,1,1,1,10,0,55
60674,1,1,10,1,1,100,1,0,30
9342,1,1,1,1,1,1,1,0,51
19893,10,1,100,1,10,10,1,0,31
18600,10,1,100,1,10,10,1,0,45
13114,1,1,1,1,1,1,1,0,22
10365,100,1,10,1,10,10,1,1,46
34146,1,1,1,1,10,10,10,0,60
37244,1,1,10,1,1,1,1,0,19
14669,1,1,1,1,10,10,1,0,27
39193,1,1,10,1,10,10,1,0,44
36578,10,1,10,1,1,100,1,2,28
57347,1,10,1,1,1,1,1,1,33
15502,1,1,100,1,10,10,1,2,34
18921,1,1,10,1,1,100,1,1,19
15525,100,1,10,1,10,10,1,2,30
3384,1,1,1,1,1,1,1,0,54
38514,1,10,100,1,1,1,10,0,50
28517,1,1,10,1,1000,1,1,2,45
9227,1,10,10,1,1,1,100,0,31
7969,10,1,1000,1,1000,10,1,0,60
13623,1,1,10,1,1,1,1,0,24
22697,10,1,1,1,10,10,1,0,49
33895,1,1,1,1,1,1,10,0,40
35084,1,1,10,1,1,1,1,0,28
56819,1,10,10,1,1,1,1,0,23
43325,1,1,10,1,10,10,10,0,24
3516,10,1,100,1,10,10,10,0,46
32958,10,1,1,1,10,10,1000,0,57
2528,10,1,100,1,1000,10,1000,0,45
7707,1,10,1,1,1,1,1000,1,29
55927,10,1,10,1,1,1,1,2,30
54141,1,1,10,1,1,100,1000,0,58
38428,1,10,10,1,1,1,1,1,22
46655,1,1,1,1,1,100,1,0,21
9860,1,1,10,1,1,1,1,1,45
2182,1,1,10,1,1,1,1,0,21
58818,10,10,100,1,1,1,10000,0,34
51970,10,1,1,1,10,10,1,1,42
20620,1,1,10,1,1,1,1,0,31
41584,1,1,10,1,10,10,1,2,29
6792,1,1,1000,1,1,1,1,0,51
54795,1,1,10,1,1,100,10000,0,43
21312,10,1,10,1,1,1,1,1,50
42705,10,1,10,1,10,10,10,0,53
16307,1,1,1,1,1,100,1000,0,70
6614,1,1,100,1,1,1,10,0,23
54818,10,1,10,1,10,10,100000,0,56
26281,1,1,10,1,1,100,10,1,53
1630,10,1,1,1,1000,10,1,0,21
14977,1,1,1,1,1,1,1,0,20
15552,10,1,10,1,1,100,1,0,30
53186,10,1,1,1,10,10,1000,0,48
24685,10,10,1,1,10,10,1,0,38
52542,1,10,1,1,1,1,1,0,30
52668,1,10,10,1,1,1,1,1,23
29033,10,10,100000,1,10,10,1,0,27
56295,10,1,10,1,1000,10,1,1,22
26332,1,1,10,1,1,100,1,0,28
19056,10,10,10,1,10,10,1,0,31
37947,1,1,1,1,10,10,1,0,49
2376,1,10,1,1,1,100,1,0,45
39848,1,1,10,1,1,1,1,1,70
46572,1,10,1,1,1,100,10000,0,48
51076,10,1,1,1,10,10,10,1,50
59917,1,1,100,1,1,1,100,0,24
35652,1,1,1,1,1,1,1000,0,68
46991,1,10,10,1,1,1,1,0,27
29568,1,1,1,1,1,100,10,0,47
28238,10,1,100,1,1000,10,1,1,29
45563,1,1,10,1,1,1,1,0,54
36223,10,10,10,1,10,10,1,1,48
12778,1,1,1,1,1,100,1,2,26
39010,1,1,100,1,1,1,1,0,23
39839,1,1,10,1,1,100,10,1,25
13628,1,1,1,1,1,1,1,0,23
6989,10,10,100,1,1000,10,1,0,27
54805,10,1,10,1,1,1,1,0,34
38913,1,1,10,1,1,10000,1,2,22
12659,10,1,1,1,10,10,1,0,32
15257,1,1,100,1,1,100,1,1,36
4866,1,10,10,1,1,1,10,0,31
46244,10,1,1,1,10,10,10,0,29
9020,1,1,10,1,1,1,1,2,43
51445,1,1,1,1,1,100,1,0,36
57753,10,1,10000,1,10,10,10,0,41
30239,1,1,1,1,1,1,1,0,50
48285,10,1,10,1,10,10,1,0,28
8304,10,10,10,1,10,10,1,0,27
15926,1,1,100,1,1,100,10,0,43
49519,10,1,1,1,10,10,1,0,24
19359,10,1,1,1,1,100,1,0,38
35088,10,1,10,1,1,100,1,0,26
693,1,10,10,1,1,100,1,2,26
13919,1,1,1,1,1,1,1000,1,54
47845,10,10,1,1,10,10,1,2,32
26186,10,1,10,1,10,10,1,1,45
33683,10,10,1,1,10,10,10,0,51
2940,1,1,1,1,1,1,1,0,25
8980,1,1,10,1,1,1,1,2,23
27936,1,1,10,1,10,10,1,1,32
10199,10,10,100,1,100,10,1,1,32
20497,1,1,10,1,1,100,1,1,49
6159,1,1,10,1,1,1,1,2,19
21375,1,1,1,1,1,100,1,0,21
2513,1,1,1,1,1,1,1,0,36
22885,100,1,10,1,10,10,1,1,19
39628,1,1,1000,1,1,1,1,2,28
56850,1,1,10,1,1,1,1,0,27
20921,1,1,1000,1,1,1,10,0,23
8526,10,1,100,1,10,10,1,0,39
26562,1,1,1,1,1,1,10,0,34
9081,1,1,10,1,1,1,1,1,19
55502,1,1,1,1,1,1,1,0,36
10558,1,1,1,1,1,1,10,0,32
41716,10,1,1,1,10,10,1000,0,48
12524,1,1,1,1,1,1,1,0,27
24469,10,1,100,1,10,10,10,0,43
39744,1,1,10,1,1,1,10,0,76
27893,10,1,1,1,1,100,1,2,30
37415,1,1,10,1,1,1,1,0,25
34002,1,10,1,1,10,10,1,0,52
39813,1,1,10,1,10,10,10000,0,40
26210,10,1,100,1,10,10,1000,0,38
35371,10,1,1,1,10,10,1,0,31
11612,10,1,10,1,10,10,1,0,21
11712,1,1,1,1,10,10,1,0,29
25865,1,1,10,1,10,10,10,1,59
30439,1,1,100,1,1,1,1000,0,36
8379,1,1,1,1,1,1,1,1,24
15570,10,10,1,1,10,10,1000,0,27
752,1,1,100,1,1,1,10,0,36
24390,10,1,1,1,10,10,1000,0,60
7315,1,1,10,1,1,1,1,2,29
24237,1,10,1,1,1,1,1000,0,46
45861,1,1,10,1,1,1,1,0,53
18466,1,1,10,1,1,1,1,2,23
1557,100,1,1,1,10,10,1,0,23
48637,1,10,10,1,1,1,1,2,32
57036,1,1,100,1,1,1,1,1,19
4053,1,1,1,1,1,1,1,1,23
43106,1,1,1,1,1,1,1,2,51
38829,10,1,10,1,10,10,10,0,57
55890,10,1,1,1,1,100,1000,0,45
18418,1,1,10,1,1,1,1,0,33
18915,10,1,100,1,10,10,1,0,56
17379,1,1,10,1,1,100,100000,1,32
24391,10,1,1,1,10,10,1000,0,60
8318,10,10,100,1,10,10,10000,0,58
48191,1,10,1,1,10,10,1,0,33
19123,1,1,10,1,1,1,1,2,37
59679,1,1,1,1,1,1,1,2,25
14305,1,10,1,1,1,1,1,1,30
50553,10,1,10,1,10,10,10,0,45
60657,1,1,10,1,1,1,1,0,49
2515,1,1,10,1,1,1,1,1,32
41941,1,1,10,1,1,1,1,2,21
15335,1,1,1,1,1,100,1000,0,59
17382,1,1,1,1,10,10,1,1,21
40698,1,1,1,1,1,1,1,1,28
41428,10,1,100,1,1000,10,10,0,61
2444,10,1,10,1,10,10,1,1,31
43688,1,1,1000,1,1,1,10,0,37
10848,1,1,1,1,10,10,1000,0,58
5502,1,1,10,1,1,1,1,0,36
43054,10,10,10,1,10,10,1,0,35
46271,10,1,10,1,10,10,1000,0,38
23001,1,1,1,1,1,1,1,0,63
2886,1,1,10,1,1,1,1,2,20
46395,1,1,1000,1,1,1,10,0,53
60832,1,1,1,1,10,10,1,1,41
16033,10,1,100,1,1000,10,1,0,23
33135,1,10,10,1,1,1,1,0,56
41704,10,1,10,1,10,10,1,2,25
59590,1,1,10,1,1,100,1,1,59
35701,1,1,10,1,1,1,1,0,50
6648,1,1,1,1,1,100,1,2,38
6850,1,1,10,1,1,1,1,0,20
16959,1,1,10,1,100,10,1,0,25
57300,1,10,1,1,1,1,10,0,41
46813,10,1,10,1,10,10,1,1,20
55638,1,1,100,1,1,1,1000,0,49
10477,10,1,100,1,10,10,1,1,23
28071,10,10,10,1,10,10,1000,0,43
9620,10,1,100,1,1000,10,1,0,24
40143,10,1,10,1,1000,10,1,1,41
32424,10,1,1,1,10,10,1,0,38
53623,10,1,1,1,10,10,1,0,50
6184,1,1,1,1,1,1,1,2,19
34963,1,1,1,1,1,1,10,0,59
28977,1,10,1,1,1,1,1000,0,58
33266,1,1,100,1,1,100,1,0,18
37895,1,1,10,1,1,1,1,0,24
3233,10,1,1,1,10,10,1,0,52
6221,1,1,10,1,1,1,1,1,22
19104,1,1,10,1,1,1,1,2,35
23934,10,1,100,1,1000,10,10,0,47
27879,1,1,10,1,1,1,1,1,18
8896,1,1,1,1,1,1,1,0,29
8629,10,10,1,1,10,10,1,0,61
26907,1,1,10,1,1,1,1,0,26
10426,1,1,10,1,10,10,10,2,36
42096,1,10,10,1,1,100,1,0,43
5113,1,1,1,1,1,1,10,0,41
4656,1,1,10,1,1,1,1,0,51
451,1,1,10,1,1,1,10,2,26
4915,1,10,10,1,1,1,1,1,29
9920,10,10,10,1,1000,10,1000,0,40
3757,10,1,10,1,1000,10,10000,1,44
42744,1,1,1000,1,1,1,10000,0,61
15483,10,1,10,1,1000,10,1,0,35
28292,1,1,10,1,1,1,1,0,21
18360,1,10,100,1,1,1,10,0,23
22763,1,1,10,1,1,1,1,0,26
37151,1,1,1,1,1,1,10,0,48
9281,1,1,1,1,1,1,100000,0,45
50970,1,1,1,1,10,100,1,0,41
3229,10,1,100,1,10,10,1,0,34
51416,1,10,10,1,1,1,100000,2,40
10239,1,1,10,1,1,1,1,2,30
23356,1,1,1,1,1,1,10,0,44
46246,10,10,10,1,10,10,1,2,30
10644,1,1,1,1,1,1,100,0,51
38734,1,1,10,1,1,100,1,0,49
37571,10,1,1,1,10,10,10000,0,54
46866,1,1,10,1,1,100,100,0,28
1045,1,1,10,1,1,1,1,2,37
15619,1,1,100,1,10,10,1,1,20
18981,10,1,10,1,10,10,1,1,22
9438,10,1,100,1,10,10,1,0,25
58335,1,1,1,1,1,100,10,0,55
12115,1,10,1000,1,1,1,1,0,40
6099,1,1,10,1,1,1,1,0,33
49685,1,1,10,1,1,1,1,0,30
44152,10,1,10000,1,10,10,10,0,64
21611,1,1,10,1,1,1,1,2,38
14467,10,1,1000,1,10,10,1000,0,43
12379,100,1,10,1,10,10,1,2,20
8659,1,1,1,1,1,1,1,2,21
32409,1,1,100,1,10,10,10,0,40
24990,10,10,1,1,10,10,1,2,19
39219,1,1,1,1,1,1,1,0,36
31462,1,1,10,1,1,1,10,1,62
31920,1,10,10,1,1,1,1,2,19
3956,1,1,1,1,1,1,1,0,34
4510,1,1,10,1,10,10,1,1,25
20269,1,1,1000,1,1,1,1,2,18
21939,1,10,1,1,1,1,1,0,36
44759,1,10,10,1,1,1,1,0,25
7663,1,1,10,1,1,100,10,0,47
1295,1,1,10,1,1,1,1,1,35
16374,1,1,1,1,10,10,1,0,43
29521,1,1,1,1,1,100,1000,0,53
41396,10,1,1,1,10,10,1,0,30
6430,1,10,10,1,1,1,10,2,32
24215,1,1,10,1,1,1,1,0,39
4267,1,1,1,1,1,100,1,1,21
33953,1,1,10,1,1,1,1,0,31
7201,10,1,10,1,10,10,1,0,52
51420,1,1,1,1,10,10,1,0,26
26298,10,1,1,1,10,10,1,0,39
60139,1,1,1,1,1,1,1,0,47
16487,10,10,100,1,10,10,1,1,24
58785,1,10,1,1,1,1,1,0,26
41417,1,1,10,1,1,1,1,0,20
38253,1,1,100,1,1,100,10,0,54
35124,1,1,10,1,1,1,1000,0,67
5091,1,1,10,1,1,100,10000,0,43
4944,10,1,1,1,10,10,1,0,33
19364,10,1,10,1,10,10,1,0,24
46250,1,10,10,1,1,1,1,0,49
35764,1,1,100,1,1,100,1,0,33
48778,10,1,1,1,10,10,10,0,52
34573,1,1,100,1,1,1,1,2,26
2726,1,1,100,1,1,1,1000000,0,33
29653,10,10,100,1,10,10,1,1,24
35721,10,10,1,1,1000,10,1000,0,44
54283,10,1,1,1,10,10,1,0,25
18219,10,10,100,1,10,10,1,0,25
25489,1,1,1000,1,1,1,1,0,20
13848,1,1,1,1,1,1,1,0,45
528,1,1,10,1,1,1,1,0,25
2798,1,10,10,1,1,1,1,0,38
47977,1,1,1,1,1,1,1,1,21
32460,1,1,100,1,1,1,1,2,24
13059,10,1,100,1,10,10,1,0,44
40264,1,1,1000,1,1,100,1,0,31
55145,1,10,1,1,1,1,1,0,27
58757,1,10,10,1,1,1,10,0,31
44877,10,10,10,1,10,10,1,0,36
43364,10,1,1,1,10,10,1,1,26
5891,1,1,10,1,1,1,1,1,25
22184,1,1,10,1,1,1,1,0,24
43843,10,1,100,1,10,10,1,2,20
44913,100,10,100,1,10,10,1,0,53
54465,1,1,100,1,1,1,1000000,0,59
39103,10,1,10,1,10,10,1,1,34
10398,1,1,10,1,1,1,1,1,37
1510,10,1,100,1,10,10,1,1,35
22402,1,10,1,1,1,100,1,0,50
57257,10,10,1,1,1000,10,1,1,35
17543,1,1,10,1,1,100,1000,0,46
35009,1,1,100,1,10,10,1000,1,43
38460,10,1,100,1,1000,10,1,0,35
17974,10,1,1,1,1000,10,1,0,35
51787,1,1,10,1,1,1,1,0,19
8833,1,1,10,1,1,1,1,2,38
29276,1,1,100,1,1,1,10,0,31
35848,1,1,1,1,1,1,1,0,33
14560,1,1,100,1,1,1,1000,0,49
41400,1,1,1,1,10,10,1,0,24
9679,10,10,10,1,10,10,10000,1,44
17659,10,1,1,1,10,10,1,0,23
56313,10,1,1,1,100,10,10,0,62
23008,1,1,1000000,1,1,1,1,1,31
7134,1,1,10,1,1,1,10,1,54
24351,1,1,10,1,1,1,1,0,21
19936,1,1,10,1,1,1,1,0,40
13322,10,1,1000,10,1000,10,10,0,51
32845,1,1,10,1,1,1,1,0,48
10549,1,1,10,1,1,1,10000,0,47
18654,1,1,100,1,1,1,100,0,28
22338,10,1,10,1,10,10,1,0,33
58253,1,10,10,1,1,1,1,1,51
11497,10,10,1,1,10,10,10,0,54
12072,1,1,10,1,1,1,1,1,21
8976,1,1,1000,1,1,1,10,0,46
59796,1,1,1,1,1,100,1,1,20
51607,1,10,10,1,1,1,1,1,26
59937,1,1,10,1,1,1,100,0,29
10036,1,1,10,1,1,1,1,0,23
44986,10,1,10,1,10,10,10,0,49
21604,1,1,1000000,1,1,1,1,1,19
9657,1,1,100,1,1,1,10000,0,45
20712,10,1,1,1,10,10,1000,0,54
50233,1,1,10,1,1,1,1,2,28
48673,1,1,10,1,1,1,1,2,20
19950,100,1,1000,1,10,10,1,0,24
21565,1,10,10,1,1,100,1,1,20
49187,10,1,10,1,10,10,1,1,34
31288,1,1,10,1,1,1,1,0,41
17013,10,1,1,1,10,10,1,0,47
7634,1,10,1000,1,1,1,1,0,21
33320,10,1,10,1,10,10,1,1,23
39143,1,1,1,1,1,100,1,0,32
34787,10,10,1,1,10,10,10000,0,45
11533,1,1,10,1,1,10,1,2,27
32791,10,10,10,1,10,10,1,0,21
1594,10,10,1000000,1,10,10,1,0,30
20778,10,1,1,1,10,10,10,0,45
47069,10,1,10,1,10,10,1,0,30
24720,1,1,10,1,1,1,1,2,33
41828,10,1,1,1,10,10,1,0,24
6409,1,1,10,1,1,1,1,0,28
51388,10,1,100,1,10,10,1,2,25
59789,1,1,1,1,1,1,1,0,51
12557,1,1,10,1,1000,10,100,0,33
6658,10,1,10,1,10,10,10,0,52
59234,1,1,10,1,1,1,1,0,36
18036,1,1,10,1,1,100,1,2,58
13239,1,1,1,1,1,1,1,1,19
20392,10,1,1,1,10,10,1,1,37
35731,1,1,1,1,1,100,1000,0,55
56986,10,1,100,1,1000,10,1,0,32
32195,1,10,10,1,1,1,1,0,42
7196,1,1,10,1,1,1,1,0,20
22518,1,10,10,1,1,1,1,1,20
50780,1,10,10,1,1,1,1,0,27
3456,10,10,10,1,10,10,1,1,26
26904,10,1,1,1,1000,10,1,0,46
30857,10,1,100,1,10,10,1000,0,58
11092,1,1,10,1,1,1,1,2,23
34952,10,1,100,1,10,10,1,0,32
54475,1,1,1,1,1,1,1,2,25
7364,10,1,1,1,10,10,10,1,36
1224,1,1,10,1,10,10,1000,0,45
23144,1,1,1000,1,1,1,10000,0,45
13603,1,1,100,1,1,1,1,0,66
33420,1,1,10,1,1,1,1,0,25
20181,1,1,10,1,1,1,1,0,21
26141,1,1,10,1,1,1,1,2,42
59337,1,10,1,1,1,1,10,0,21
55830,1,10,1,1,10,10,1,0,53
5231,1,10,1,1,1,100,10,0,34
20127,1,1,10,1,1,1,1,0,51
465,1,1,10,1,1,1,10,0,43
45773,1,1,10,1,1,1,1,0,24
41343,1,1,10,1,1,1,10000,1,21
54744,1,1,1,1,10,10,10,0,28
26191,1,1,10,1,1,1,10,0,28
29133,1,1,10,1,1,100,1,0,39
18180,10,1,10,1,1000,10,1,1,23
12252,10,10,100,1,10,10,10000,0,37
54898,10,1,1,1,100000,10,1,0,31
21168,1,1,10,1,1,1,1,2,22
19005,1,10,10,1,1000,10,1,0,21
43978,1,10,10,1,1,1,10000,1,40
9012,1,1,10,1,1,1,1,0,45
28109,1,1,1,1,10,10,1,0,23
46270,10,1,10,1,10,10,1000,0,38
34178,10,10,1,1,10,10,1000,0,55
24333,1,1,10,1,1,1,1,0,31
12945,1,1,10,1,1,1,1,0,49
58051,1,1,1,1,10,10,1,2,30
42121,10,1,100,1,10,10,10,0,38
3587,10,1,10,1,10,10,1,0,38
5541,1,1,10,1,1,1,1,1,30
21785,10,1,100,1,1000,10,1000,0,41
34791,10,1,1,1,1000,10,1,0,44
55569,1,1,10,1,1,1,1,0,26
60206,1,1,1,1,1,1,1,0,26
37333,1,1,10,1,1,100,1,1,56
40372,10,1,10,1,10,10,1,0,36
57037,1,1,100,1,1,1,1,1,19
19138,1,10,1,1,1,1,1,1,21
8010,10,10,10,1,10,10,1,0,26
13699,1,1,1,1,1,1,1,0,50
45913,1,1,100,1,1,1,1,0,27
29812,1,1,10,1,1,1,1,2,30
19084,1,1,10,1,1,1,1,1,18
3493,1,1,100,1,1,1,10,0,48
60701,1,1,1,1,1,1,1,2,29
29664,10,1,1000,1,10,10,1,0,27
30261,1,1,1,1,1,100,1000,0,35
48823,1,1,10,1,10,10,1,1,22
21799,1,1,1,1,1,1,1,0,42
59205,1,1,10,1,1,1,1,0,36
46859,10,10,100,1,10,10,1,1,32
56062,1,1,10,1,1,100,1,2,42
52480,10,1,1,1,10,10,1,0,55
22849,10,10,10,1,10,10,1,2,23
43241,10,1,100,1,10,10,1,1,26
10123,1,10,10,1,1,1,10,0,37
14339,1,1,10,1,1,1,1,1,27
55288,1,1,1,1,1,100,10,0,43
56868,1,1,10,1,1,1,1,1,21
9032,1,1,10,1,1,1,1,0,21
12758,10,1,100,1,1000,10,1,1,55
26063,1,1,10,1,1,1,1,0,23
55833,1,10,1,1,1,1,1,2,18
14851,10,1,10,1,10,10,1,0,28
40382,10,10,10,1,10,10,1,0,31
50236,1,1,1,1,1,1,1,0,30
45983,1,1,1,1,1,100,1,1,72
23283,10,1,10,1,1000,10,1,1,27
28243,1,10,100,1,1,1,1,1,21
33926,1,10,1000,1,1,1,10,0,33
26942,10,1,10,1,10,10,1,0,22
41925,1,1,10,1,1,1,10,0,35
57804,1,1,1,1,1,1,1,0,32
8275,1,1,10,1,1,1,1,0,22
14782,1,1,1,1,1,1,1,0,45
28510,10,1,100,1,10,10,1,0,52
41090,1,1,100,1,10,10,1,0,26
13632,1,1,1,1,1,1,1000,0,48
37800,1,1,10,1,1,100,1,1,25
50004,1,10,10,1,1,1,1,0,26
48851,1,1,1,1,1,1,1,0,19
51058,1,1,1,1,1,1,10,1,27
31228,1,1,10,1,1,1,10000,0,27
26216,1,1,100,1,10,10,1,0,29
5094,10,1,100,1,1000,10,10,0,35
32218,1,1,10,1,1,1,1000000,0,33
40575,1,10,10,1,1,1,10000,0,47
26563,1,1,1,1,1,1,10,0,34
42712,10,1,100,1,10,10,1,1,26
18751,1,1,10,1,1,100,1,0,18
26982,1,10,10,1,1,100,1,0,29
13256,1,1,10,1,1,1,1,0,22
7656,1,10,10,1,1,1,10000,0,44
3226,10,1,1,1,10,10,10,0,41
38791,10,10,10,1,1,1,1,1,25
34768,1,1,10,1,1,1,1,0,22
26255,1,1,10,1,1,1,1,0,44
12498,1,1,1,1,1,1,1,0,43
15949,1,1,10,1,10,10,1000,0,46
667,1,1,10,1,1,1,1,2,19
3569,10,1,1,1,10,10,1,0,25
47308,1,1,1000,1,1,1,1,0,22
12504,1,1,100,1,1000,10,10,0,49
23876,1,1,1,1,1,100,1,1,26
14410,1,1,1,1,1,1,1,2,22
59763,1,1,1,1,1,1,1,0,33
45934,10,1,10,1,10,10,1,0,29
22574,10,1,1,1,10,10,1,0,26
59063,1,1,1,1,1,1,1,0,27
35319,1,1,1,1,1,1,1,2,23
35074,10,1,1,1,1000,10,10,0,51
20920,1,1,1000,1,1,1,10,0,23
16977,10,1,100,1,10,10,1,0,27
1008,1,1,10,1,1,1,1,0,22
1552,10,1,10,1,10,10,1000,0,52
45695,1,1,1,1,1,1,1,0,53
47959,1,1,10,1,1,1,1,2,18
17052,1,1,1,1,1,1,1,0,24
24937,10,1,100,1,1000,10,1,2,22
11404,1,1,100,1,1,1,100,0,26
54907,1,1,1,1,1,100,1,0,56
51630,10,1,1,1,10,10,1,0,27
33635,10,10,100,1,10,10,1,0,31
29141,1,1,10,1,1,1,1,2,31
26299,10,1,1,1,10,10,1,0,39
34455,1,1,1,1,10,10,1,0,45
21102,1,1,10,1,1,1,1,0,20
44000,10,1,100,1,10,10,1,0,26
40539,10,1,1,1,10,10,1,0,49
11251,1,1,1,1,1,1,1,0,24
8025,1,1,10,1,1,1,100,1,38
25599,1,1,1,1,1,1,1,0,24
2829,1,10,10,1,1000,10,10000,0,39
20958,10,1,1,1,1000,10,1000,0,49
44453,10,1,10,1,10,10,10,0,24
59387,1,10,100,1,1,1,10,0,45
23795,1,1,1,1,1,1,1,0,26
52664,10,1,100,1,1000,10,10,1,31
45013,10,1,100,1,10,10,1000,0,68
19736,10,1,10,1,10,10,1,1,23
45288,1,1,1,1,1,1,1,0,29
12918,1,1,1,1,1,1,1,0,65
42591,10,1,1,1,10,10,1,0,58
38676,1,1,1,1,1,1,100,0,39
57532,1,10,10,1,1,1,1,1,35
38099,1,1,1,1,1,1,1,0,20
4950,1,1,1,1,1,1,1,0,22
2548,10,10,10,1,1000,10,1,0,46
37721,1,10,10,1,1,1,1,0,32
46930,10,1,10,1,10,10,1,2,19
23995,1,1,10,1,1,100,10,0,30
14840,1,10,1,1,1,1,1,2,50
3839,1,10,10,1,1,1,1,0,24
12230,1,1,10,1,1,1,1,0,27
26329,1,1,10,1,1,100,1,2,23
52196,1,1,10,1,10,10,1,1,21
18904,1,1,10,1,1,100,1,0,19
43224,10,10,10,1,1000,10,1,0,26
25126,10,1,1000,1,10,10,1,0,41
45094,10,10,10,1,10,10,1,0,37
17969,1,1,1,1,1,1,1,0,54
36112,10,1,1,1,10,10,1,0,24
57898,10,1,10,1,1,1,1,2,37
2292,10,1,1,1,10,10,1,1,22
20042,10,1,1,1,10,10,10,0,45
35529,10,1,1,1,10,10,1,0,34
5256,1,1,1000,1,1,1,1,0,53
44771,1,1,1,1,1,1,1,0,24
16534,1,1,1,1,1,100,1,0,34
20940,10,1,100,1,10,10,10,0,28
30891,1,1,1,1,10,10,1,0,54
4215,1,10,1,1,1,1,10,0,44
2293,10,1,1,1,10,10,1,1,22
20859,1,1,100,1,1,100,1,1,44
5702,1,1,1,1,1,1,1,0,42
33490,10,1,1,1,10,1,1,0,29
38147,1,1,1,1,1,1,1,0,23
33124,10,1,10,1,1,1,10,0,52
26357,1,1,10,1,1,1,1,1,31
9043,1,1,1,1,1,1,1000,1,40
14146,10,1,10,1,10,10,1,0,32
53125,1,1,1000,1,1,1,1,1,45
26307,1,1,1,1,1,1,1,1,20
243,1,1,10,1,1,1,1,0,28
28554,10,1,1,1,10,10,1,0,27
31061,1,1,1,1,1,1,10,0,31
39799,1,1,10,1,1,1,1,2,25
48070,1,1,1,1,1,1,1000,0,39
51588,10,1,1,1,1000,10,1,0,67
53702,1,1,1,1,1,1,1,2,33
48483,10,1,100,1,1000,10,1,0,32
51297,1,1,1,1,10,10,10,1,36
16883,10,10,1,1,10,10,1,1,37
45083,1,1,100,1,1,1,1,1,46
48811,10,10,10,1,10,10,1,0,50
57654,1,1,10,1,1,1,1,1,18
44419,10,1,10,1,10,10,1,2,24
9587,1,1,10,1,10,10,10,1,23
53597,10,1,1,1,1000,10,1,0,27
34779,1,1,10,1,1,100,1,1,34
23281,1,1,10,1,10,10,1,2,23
23626,1,1,10,1,1,100,100,0,36
48793,1,1,10,1,1,1,1,0,31
35865,1,1,10,1,1,1,1,0,54
36717,1,1,10,1,1,100,1000,0,55
57145,1,1,1,1,1,100,1,2,18
19260,10,10,10,1,100,10,1,0,35
54166,100,1,1000,1,10,10,1,2,23
32266,1,1,1,1,1,1,1,0,39
36045,10,10,10,1,10,10,1,0,24
52335,1,1,1,1,10,10,1,0,31
40006,10,1,10,1,10,10,1,2,22
19883,1,1,10,1,1,1,1,1,28
18468,1,10,10,1,1,1,1,0,26
54942,1,1,1,1,1,1,1,0,48
34676,1,10,10,1,1,1,1,1,35
22667,1,1,1000,1,1,1,1,0,21
45356,10,10,1,1,10,10,1000,2,28
7257,1,10,10,1,1,1,1,0,31
29328,10,1,1,1,10,10,10,0,60
21900,1,1,10,1,1,100,10,0,43
22570,1,1,10,1,1,100,1,1,22
